"gene_name","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GGCT","ENSG00000006625",1230.93284663849,1.70713063855066,0.108740984524106,15.699054464347,1.53513088951281e-55,5.42847766918039e-54
"DBF4","ENSG00000006634",638.543544797294,1.42044822052234,0.109389730206877,12.985206361109,1.48437548660103e-38,2.32370346297045e-37
"SCIN","ENSG00000006747",2027.20397720318,1.53347207103739,0.218541099921642,7.01685894134887,2.26911483372193e-12,7.68090649258164e-12
"PROM1","ENSG00000007062",1509.3902670779,1.45247364757674,0.30486475252636,4.76432134426938,1.89490320419017e-06,3.94708999215073e-06
"CEACAM7","ENSG00000007306",130.209296411499,3.54400930756345,0.300615027754229,11.7891954172726,4.43760090954637e-32,5.02444336640878e-31
"SCN4A","ENSG00000007314",91.7100454606718,3.06195345050941,0.305641684393906,10.0181146972192,1.26900451202966e-23,8.99972165427928e-23
"PAX6","ENSG00000007372",4.1838020773984,1.70300362542546,0.411673794278004,4.13677928762066,3.52214595089191e-05,6.56613435083445e-05
"NOX1","ENSG00000007952",84.4175758017133,1.32861125946111,0.147574614911125,9.00297968089734,2.19673013768981e-19,1.18570414339921e-18
"E2F2","ENSG00000007968",309.844338006782,2.34390363481011,0.146138942904223,16.0388708733596,6.83864165712312e-58,2.64856742794164e-56
"TFAP2D","ENSG00000008197",58.3502292867243,7.01825945740075,0.577972033344828,12.1429049374324,6.25646899866101e-34,7.75793484359262e-33
"CELSR3","ENSG00000008300",768.03939917128,3.40701943469937,0.175781080368262,19.3821737103997,1.09138147180621e-83,1.14871109853109e-81
"PLEKHG6","ENSG00000008323",607.127296220384,1.6807951936583,0.152275397820215,11.0378644069789,2.50926141589138e-28,2.32152091595369e-27
"MAPK8IP2","ENSG00000008735",446.562667593495,1.45304150600069,0.205207676139239,7.08083407666855,1.43289384571338e-12,4.93337879187023e-12
"TENM1","ENSG00000009694",429.478507449105,2.21293571104807,0.314316338565777,7.04047305063961,1.91588263840375e-12,6.53467175923718e-12
"PAX7","ENSG00000009709",440.387717655878,8.01164224694315,0.580437779710055,13.8027580681347,2.45285420593042e-43,4.86034554891618e-42
"IYD","ENSG00000009765",622.256658434025,1.39615871468236,0.273836559951207,5.09851100572957,3.42335632414764e-07,7.596938448217e-07
"NCAPD2","ENSG00000010292",3923.4210937395,1.02539470676648,0.109279851185591,9.38320006517068,6.40001843594351e-21,3.82966147405678e-20
"PRSS3","ENSG00000010438",101.783623469181,4.86486955450305,0.364380812661485,13.3510585230035,1.16777632869686e-40,2.0465251566477e-39
"FMO1","ENSG00000010932",150.536901452463,1.29967547011181,0.186690166458595,6.96167074445273,3.3626067790995e-12,1.12252095332887e-11
"SLC6A7","ENSG00000011083",9.54859719097532,1.05521377652685,0.198783139638293,5.30836658706025,1.10612003536539e-07,2.57337222634156e-07
"DPF1","ENSG00000011332",32.8273187846986,1.14754460248049,0.197361816549026,5.81442055279945,6.08442736706085e-09,1.57142983370121e-08
"SYT7","ENSG00000011347",3097.08882009433,3.43321613257592,0.199351354752978,17.2219352952485,1.81805928663698e-66,9.76892937411274e-65
"ANLN","ENSG00000011426",2000.03352473671,3.76905961330856,0.173059602779061,21.7789683599378,3.6724902798332e-105,1.46026374615679e-102
"GABRA3","ENSG00000011677",112.279928294829,6.02940164227947,0.506619882459222,11.9012337475026,1.16610308458558e-32,1.35487548652531e-31
"BRCA1","ENSG00000012048",757.885353773398,1.47937944830028,0.129228485177837,11.4477813948251,2.41240903221461e-30,2.50814844935596e-29
"LTF","ENSG00000012223",5473.90426459902,1.26950642019514,0.280762930577539,4.5216311768214,6.13649131663708e-06,1.22181413601066e-05
"NR1H4","ENSG00000012504",21.8299156117999,1.08798920024632,0.413300222132231,2.63244281513651,0.00847732925908973,0.0120864424249317
"SLC25A39","ENSG00000013306",7905.1718033181,1.20718443501995,0.0938788892964561,12.8589552354826,7.66050551131e-38,1.15572871090953e-36
"DDX11","ENSG00000013573",1156.30421923102,1.47466536685825,0.123290938098757,11.9608577045382,5.69704093656944e-33,6.72852498204865e-32
"TACC3","ENSG00000013810",2280.74951638724,1.66211844021075,0.118922184755733,13.9765212321381,2.16830491675027e-44,4.5536948210578e-43
"MTMR11","ENSG00000014914",1223.00045196146,1.41533825984894,0.140869656435764,10.0471478078342,9.45648086023035e-24,6.77361137038037e-23
"DPEP1","ENSG00000015413",125.217286626803,1.9943337584165,0.224539227808099,8.88189461540745,6.57310937504641e-19,3.45208823151469e-18
"MATR3","ENSG00000015479",152.294762280693,1.00511521276058,0.187881830429432,5.34972014304541,8.80903463877259e-08,2.06877617524029e-07
"NPC1L1","ENSG00000015520",174.494461522356,4.10151203500149,0.331791802015122,12.3617039664367,4.21133995921769e-35,5.55294811276951e-34
"ISL1","ENSG00000016082",45.770399422102,4.28678902463095,0.474266746513185,9.03877207530885,1.5844153662885e-19,8.63800857678248e-19
"CLCA1","ENSG00000016490",5.89328858949882,1.81643270085358,0.594697967709602,3.0543785240251,0.00225527327766623,0.00345256714213569
"CYP24A1","ENSG00000019186",4144.50617664334,6.68336960503676,0.316856558856264,21.0927292436719,9.27530783183864e-99,2.21284110713452e-96
"SYT13","ENSG00000019505",739.342327676811,4.1435634920254,0.401913851431744,10.3095812131498,6.37786316864843e-25,4.85819947537788e-24
"SLC7A9","ENSG00000021488",40.6736999500062,2.66616765478716,0.287889503033238,9.26107977781789,2.02375136406288e-20,1.17453724155618e-19
"CPS1","ENSG00000021826",10291.9115505611,6.61773920655634,0.424736459482483,15.5808126635035,9.82970823280822e-55,3.36296308622634e-53
"NLRP2","ENSG00000022556",1196.9378547513,1.16174493824949,0.275749188041587,4.21304935292966,2.51945984881148e-05,4.75986644227472e-05
"GRAMD1B","ENSG00000023171",718.881812583511,1.31835055537511,0.231933843680055,5.68416637458798,1.31452261907132e-08,3.30347657627009e-08
"ABCC2","ENSG00000023839",976.029369825922,4.80821968516699,0.356304849108751,13.4946793376349,1.68084877090367e-41,3.08465918541327e-40
"GCLM","ENSG00000023909",2502.61109737142,1.04150140909315,0.152884296160421,6.81235048497264,9.60168282911327e-12,3.10001643560671e-11
"DEPDC1","ENSG00000024526",424.730969884277,3.78107622368803,0.180104420244258,20.9938002552082,7.47257632885489e-98,1.67133510315251e-95
"RTEL1-TNFRSF6B","ENSG00000026036",111.548218159964,1.40081238816159,0.164072246150837,8.53777784497312,1.36827663627549e-17,6.602635882653e-17
"KCNG1","ENSG00000026559",21.0226933166043,1.418476081392,0.266705897623129,5.31850286789082,1.04624571377548e-07,2.44010356576965e-07
"SLAMF7","ENSG00000026751",2142.72831951742,1.15159696416227,0.171064049263351,6.73196366578109,1.67388447925184e-11,5.31325438837202e-11
"INSRR","ENSG00000027644",6.70049822028187,2.06212549765924,0.290249481562735,7.10466556755428,1.20614248225284e-12,4.17841383058084e-12
"ARNTL2","ENSG00000029153",1545.12042271285,2.47945231504833,0.195608451962276,12.6755888622159,8.07499829501281e-37,1.16709163564349e-35
"ANK1","ENSG00000029534",129.27003629206,1.22044069087455,0.224189705764284,5.44378559539098,5.2159997439968e-08,1.24772571416223e-07
"IBSP","ENSG00000029559",93.4246128888446,4.74811826240597,0.335364703393741,14.1580739247665,1.66495173803311e-45,3.67336392708094e-44
"HMGB3","ENSG00000029993",12675.5884936027,3.49661701839577,0.176991554148132,19.7558410921082,7.14553683254976e-87,9.40110959888329e-85
"FUT8","ENSG00000033170",2878.90525740822,1.44486211264327,0.113365328855572,12.7451852098805,3.31602361885528e-37,4.86740037835747e-36
"APBA2","ENSG00000034053",842.379705924781,2.00685842703308,0.184911667152926,10.8530654551579,1.92847013863346e-27,1.68651594284304e-26
"FAM136A","ENSG00000035141",1969.57107208795,1.1783754414639,0.0723526268112041,16.2865606046169,1.229522145982e-59,4.99996358137636e-58
"DEPDC1B","ENSG00000035499",330.53640065232,3.62489519936514,0.17204914018982,21.0689527152873,1.53284084082709e-98,3.56196378765184e-96
"CASR","ENSG00000036828",42.0667617598087,1.51399570383624,0.377602310509369,4.00949798690035,6.08479717848879e-05,0.00011064560560437
"NSUN2","ENSG00000037474",4020.52752192846,1.0215694135311,0.0841891384106945,12.1342186511951,6.95708932001922e-34,8.60879662538754e-33
"METTL1","ENSG00000037897",837.905940440479,1.36977311915335,0.113338441855193,12.0856886395478,1.25712436099591e-33,1.53227017651907e-32
"HOXC8","ENSG00000037965",52.2026776981808,2.7063565764889,0.297313758684818,9.10269537629408,8.81173045832639e-20,4.88742384038543e-19
"VCAN","ENSG00000038427",10314.5660126671,1.78059193795554,0.177383234439475,10.0381072855174,1.03643714134884e-23,7.40022736239219e-23
"CDH1","ENSG00000039068",18559.5733595929,1.00257095616283,0.101103994695448,9.91623485484266,3.53853368454539e-23,2.45978955779218e-22
"SOX30","ENSG00000039600",38.4103206558505,1.57267355908096,0.245831017952388,6.39737642621467,1.58069311127258e-10,4.6618331696061e-10
"SPDL1","ENSG00000040275",539.446261166613,1.30625136345336,0.0961529212804852,13.5851448511162,4.90560504543314e-42,9.18158902488862e-41
"MYO16","ENSG00000041515",98.2335760204802,1.01273105675723,0.236260063823308,4.28650970616269,1.81502275660216e-05,3.46560689188799e-05
"TNC","ENSG00000041982",14747.2587584442,1.58806350135922,0.21306130193086,7.45355203862671,9.08601359257196e-14,3.38418070799105e-13
"ADAM28","ENSG00000042980",1668.09411228471,2.30712811830912,0.168775586281882,13.669797683036,1.53822265010858e-42,2.93739785254992e-41
"BARX2","ENSG00000043039",493.487867387512,3.86876962945732,0.245296889766819,15.7717842779621,4.86555686107491e-56,1.75523001845188e-54
"ZIC2","ENSG00000043355",80.0969832273403,5.26052528996416,0.382846659846091,13.7405542262768,5.80298614015968e-43,1.13354619002049e-41
"DSG2","ENSG00000046604",8707.49638084902,1.45422223128016,0.133684036973592,10.8780544349317,1.46659784628144e-27,1.2933383569992e-26
"MAGEC2","ENSG00000046774",79.1755534592652,7.03278289746136,0.723360959384164,9.72237000936399,2.42080205873049e-22,1.59953512691524e-21
"CP","ENSG00000047457",15088.2611437025,3.49747391873735,0.22085746059493,15.8358875870261,1.75958616778225e-56,6.45169575822292e-55
"TNFRSF17","ENSG00000048462",175.449350950226,1.84903097590139,0.212517001572159,8.70062612507529,3.30057991664918e-18,1.65844640406076e-17
"COL9A2","ENSG00000049089",1304.28327995986,1.94772104586631,0.202074657929431,9.63862102167457,5.49207685598357e-22,3.53234116405873e-21
"UTS2","ENSG00000049247",19.4944308316627,1.13102262859685,0.267700887714639,4.22494911485871,2.38994774291988e-05,4.52234929823027e-05
"TNFRSF9","ENSG00000049249",343.651743172548,1.38629725704986,0.180506332692047,7.68004776549836,1.59029281978572e-14,6.25387020317053e-14
"EPN3","ENSG00000049283",715.80103858047,3.06167937382024,0.161399923621142,18.9695218258404,3.04665240411785e-80,2.79557699830157e-78
"FOXP3","ENSG00000049768",229.068311118255,1.84948018318457,0.140915885684035,13.1247103490626,2.37689817697308e-39,3.86986706829657e-38
"NFE2L3","ENSG00000050344",1280.16864217033,1.46734330300464,0.139643994187776,10.5077437203031,7.95745370084416e-26,6.35921032019672e-25
"HOMER3","ENSG00000051128",449.296429621732,1.01782294833594,0.113097652624044,8.99950551334038,2.26736588909859e-19,1.22309248880438e-18
"RAD51","ENSG00000051180",300.981729344286,2.19643761435722,0.139250700384517,15.7732608043775,4.75311289491008e-56,1.7216082799317e-54
"POLQ","ENSG00000051341",288.893046560314,3.3229914827904,0.171574347529843,19.3676474987754,1.44720506051212e-83,1.51431813729493e-81
"MPHOSPH9","ENSG00000051825",740.540249837356,1.0215395989704,0.105775105243074,9.65765618122405,4.56181223568995e-22,2.95740964975363e-21
"ALX4","ENSG00000052850",10.7099121982726,1.26860635930175,0.331157651589304,3.83082303311854,0.000127715339706064,0.000224040252290255
"FSTL4","ENSG00000053108",835.26595983781,2.52277233606105,0.28465447094858,8.86257759329824,7.81853592170328e-19,4.09295094344754e-18
"ENTPD2","ENSG00000054179",186.44382122914,2.14280204937761,0.218887921151177,9.78949426769724,1.24919125871745e-22,8.40608469057217e-22
"PTPRN","ENSG00000054356",108.143562608063,3.59718968849379,0.316589194209814,11.3623261762681,6.44064686494746e-30,6.51824063091091e-29
"CHRDL2","ENSG00000054938",193.828984868476,1.39069087830841,0.230195330925815,6.04135137196412,1.52828749114644e-09,4.14705005748911e-09
"KCNH2","ENSG00000055118",500.302129541744,1.47182208877994,0.2482598784608,5.9285539729785,3.05613963826947e-09,8.10006022034596e-09
"NPFFR2","ENSG00000056291",31.8194068724427,3.40127121804497,0.430658979966005,7.8978295502243,2.83801880678747e-15,1.1746627460062e-14
"PHF21B","ENSG00000056487",9.15736912208327,1.47159523261704,0.302414460398039,4.86615365773226,1.13791060633621e-06,2.41841483301745e-06
"GYG2","ENSG00000056998",554.6436554687,2.22944810913386,0.156885300380217,14.2106883419334,7.8648616633651e-46,1.76127621705371e-44
"DCBLD2","ENSG00000057019",6279.85913193516,1.14459581876577,0.181462270730444,6.30762424694902,2.83351096143315e-10,8.18534253033958e-10
"SERPINB3","ENSG00000057149",142.930953986839,1.92450335960748,0.44639210883225,4.31123965126071,1.62341839992468e-05,3.11538239273406e-05
"PKP2","ENSG00000057294",895.547292461546,1.41991962747585,0.229559303757252,6.18541529023516,6.19391892462454e-10,1.74065951497262e-09
"F7","ENSG00000057593",48.3718221987823,2.8618894595641,0.323856230143283,8.83691339918926,9.83993560653113e-19,5.11225225922362e-18
"CAMK2B","ENSG00000058404",102.194370145434,2.55870504612761,0.297539951357337,8.59953439682686,8.00401520915982e-18,3.92372175719169e-17
"ZC3H11A","ENSG00000058673",12.2322877817321,1.49252144078541,0.238917289085311,6.24702149643287,4.18353502877891e-10,1.1925455455511e-09
"NDC1","ENSG00000058804",1630.43151230883,1.02085215764314,0.0930559454905701,10.970305575441,5.30926588178228e-28,4.79791385973385e-27
"ALDH18A1","ENSG00000059573",4898.49706877444,1.62122271525711,0.0778894367479432,20.8144105663971,3.20461954950879e-96,6.66747181387917e-94
"PSD","ENSG00000059915",188.326196310126,1.08761941896082,0.138872493618618,7.83178432690723,4.80994131639708e-15,1.95645101100916e-14
"STYK1","ENSG00000060140",438.514050662677,2.59916220930541,0.158779379734676,16.3696458170366,3.15041991345781e-60,1.304871840544e-58
"RIMBP2","ENSG00000060709",140.888447114055,2.48670462826438,0.358675660586362,6.93301749050695,4.11957247577259e-12,1.36654635352241e-11
"COL11A1","ENSG00000060718",3150.21751800855,6.26532687232904,0.296159259061262,21.1552625171615,2.46811822972693e-99,6.13361659507e-97
"SPAG4","ENSG00000061656",690.595533235294,2.90018349882349,0.142705065512041,20.3229190808141,8.06360922772034e-92,1.41453097952549e-89
"CDH3","ENSG00000062038",5218.25478147571,2.78474307911256,0.205254378568403,13.5672773391507,6.26046043245268e-42,1.16685852622787e-40
"VMP1","ENSG00000062716",12862.5940555805,1.38307144596387,0.111287162198098,12.4279514244592,1.84296868784947e-35,2.47941644599177e-34
"AHRR","ENSG00000063438",10.6300898800289,1.3217512105758,0.276309949586006,4.78358167180073,1.72198876549224e-06,3.59905910301982e-06
"DLX3","ENSG00000064195",173.53021071549,2.17183559048477,0.237182760991098,9.15680204332507,5.3458015217651e-20,3.0126748544549e-19
"DMRT3","ENSG00000064218",20.538024554245,1.86423060437178,0.368073844789006,5.06482769901901,4.08769900700324e-07,9.01308667064806e-07
"EYA2","ENSG00000064655",736.314356550175,1.82516270402081,0.264659204539862,6.89627518224444,5.33837401879618e-12,1.75781240924402e-11
"BCAS1","ENSG00000064787",1428.51957999896,2.26271880017156,0.277286192975806,8.16022888081192,3.34390335784856e-16,1.46900227797654e-15
"MCM10","ENSG00000065328",403.566703923509,3.53392716593468,0.175508554463933,20.1353556624552,3.61707054918118e-90,5.88365848513626e-88
"COL17A1","ENSG00000065618",2950.56367803705,4.63480799401715,0.2999396034075,15.4524709020178,7.26059116542769e-54,2.38812054637863e-52
"SEC61A2","ENSG00000065665",314.7146977142,1.03771257390717,0.100139051697434,10.3627162062865,3.66406518192057e-25,2.82834850302437e-24
"MTHFD2","ENSG00000065911",2908.6436608797,1.50836944851579,0.12580136442167,11.9900881476923,4.00478772130798e-33,4.75498783658684e-32
"SLC9A7","ENSG00000065923",1415.50498339291,1.22974050043089,0.114571673248735,10.7333729669909,7.09578738507706e-27,6.04594874672304e-26
"CTNNA2","ENSG00000066032",10.775953308049,1.20497681690437,0.364383358797605,3.30689310532887,0.000943368832371233,0.00150711593907308
"SLC9A3","ENSG00000066230",61.0379610625062,2.07608382679614,0.217892554026323,9.52801639355391,1.60317112452778e-21,9.98452521099044e-21
"NGEF","ENSG00000066248",464.225928937733,2.97891975556547,0.215551752167595,13.8199746724829,1.93137789725073e-43,3.85263597720259e-42
"ASPM","ENSG00000066279",987.570692221637,3.74367006579748,0.171118061550736,21.8777026333219,4.23653533568241e-106,1.84888601856989e-103
"MTFR1","ENSG00000066855",1730.70100127784,1.26931790276034,0.107005654000171,11.8621573282316,1.8611701088924e-32,2.14574205917601e-31
"STAG3","ENSG00000066923",246.484403082699,1.21768383120769,0.186134852616492,6.54194426294027,6.07241362128286e-11,1.85099994762546e-10
"PFKP","ENSG00000067057",6086.0936596306,2.12230869962219,0.14806998495472,14.3331459125305,1.35825737363795e-46,3.15627262162388e-45
"PHKA1","ENSG00000067177",1115.50649739339,1.64438802018464,0.0973402693669474,16.8931936482087,5.04942341775475e-64,2.44187387064556e-62
"SYT1","ENSG00000067715",445.116236274242,1.6350795829547,0.247270207793199,6.61252157122858,3.77828037873425e-11,1.17165980618184e-10
"PRR11","ENSG00000068489",923.996096845951,2.22103250577992,0.15032187839901,14.7751779676706,2.11797022379148e-49,5.72459837074032e-48
"PAGE1","ENSG00000068985",10.7042364441388,3.73356668991342,0.757606058478333,4.92811092009,8.30284793012773e-07,1.78197022926443e-06
"PITX1","ENSG00000069011",681.455076143252,4.53154823688996,0.263237589527401,17.2146700060033,2.06119251706349e-66,1.10092291665126e-64
"TRPC7","ENSG00000069018",1.11175718570558,2.30623945113919,0.544645294273566,4.2343879133578,2.29175054955579e-05,4.34618893303676e-05
"ADAM7","ENSG00000069206",0.992723621663542,2.03874869773912,0.688566080283329,2.96086135538396,0.00306780005900198,0.00462171814900416
"GAL","ENSG00000069482",112.132820304144,4.83138225628375,0.359253009416947,13.44841136926,3.14557773614518e-41,5.68523458917634e-40
"PLA2G10","ENSG00000069764",255.54436341399,1.29786667775401,0.257755500773727,5.03526277366764,4.77193765799682e-07,1.04637598669776e-06
"GUCY2C","ENSG00000070019",41.4224509052424,2.24765432118176,0.255851090007213,8.7850097535969,1.56350969972236e-18,8.02981603247191e-18
"PFN2","ENSG00000070087",3940.07179308867,1.45409540510387,0.172313854775757,8.43864474505646,3.2103822365636e-17,1.50928453386318e-16
"SPTB","ENSG00000070182",1364.29966488387,3.32667201778923,0.26074171833071,12.7584954148759,2.79548446530604e-37,4.12023093391441e-36
"POLB","ENSG00000070501",1344.52864867474,1.15879379911366,0.113574773283031,10.2029153624275,1.92408531445291e-24,1.43448577214608e-23
"ST6GALNAC1","ENSG00000070526",3007.40766576401,1.94337823255469,0.204981991488481,9.4807266650246,2.5251837690043e-21,1.55321805358522e-20
"ASNS","ENSG00000070669",42.7341515714285,1.30950220762918,0.158364105843451,8.2689331692604,1.35163004722854e-16,6.1134268036047e-16
"CNGB1","ENSG00000070729",120.448531511741,2.99168736672291,0.254434301371997,11.758191999234,6.40920495913493e-32,7.20351157875636e-31
"CHAT","ENSG00000070748",26.0189949201398,4.68612598893344,0.542443183410803,8.63892501970025,5.67444000664783e-18,2.80399765365782e-17
"PABPC1","ENSG00000070756",68229.0954820209,1.04190413823554,0.0973643257613336,10.7010871804272,1.00590999308736e-26,8.4859724216465e-26
"EPHA8","ENSG00000070886",6.54113678695162,3.45093993724944,0.42013123888711,8.21395701588548,2.14016219990973e-16,9.52111443137363e-16
"TRPM5","ENSG00000070985",20.2698290308456,2.12658004475721,0.317213248745673,6.70394459615463,2.02867206273157e-11,6.40533425418316e-11
"TRIP13","ENSG00000071539",959.011339726855,2.63981228118087,0.169744298825574,15.5516992290474,1.54939804192191e-54,5.23082625737899e-53
"MYO3B","ENSG00000071909",137.552398751917,3.52956939070401,0.273926974113473,12.8850742141294,5.46229348177542e-38,8.28278112452607e-37
"SLC6A15","ENSG00000072041",38.4914758040606,3.12016151224733,0.448157396132369,6.96220019835564,3.34998973775013e-12,1.11851775289351e-11
"SPP2","ENSG00000072080",37.6194248188576,6.8394183068558,0.444023242472251,15.40328895572,1.55552163492893e-53,5.00592600967326e-52
"TRPC5","ENSG00000072315",3.4248885786329,2.18037825383624,0.523214002341404,4.16727810050755,3.08258340407355e-05,5.77798709921307e-05
"HMMR","ENSG00000072571",593.615913253817,3.01615089430708,0.158149833795908,19.071476851499,4.35821233597751e-81,4.1479517727471e-79
"CYP2W1","ENSG00000073067",17.5757941053315,1.32211445121122,0.328852472465307,4.02038774803707,5.8102429741032e-05,0.000105879089047386
"MCM2","ENSG00000073111",1225.27087615648,1.95951718091995,0.144796009800842,13.5329501387168,9.99312827188456e-42,1.85100459802102e-40
"MOV10L1","ENSG00000073146",35.4106357538649,1.27048264111018,0.211268978099207,6.01357876835846,1.81471689691219e-09,4.89533083619023e-09
"PANX2","ENSG00000073150",716.225126430429,2.4451939487836,0.192718366318286,12.6879134329378,6.89995858905348e-37,1.00049399541275e-35
"TP63","ENSG00000073282",685.616861624103,1.02108839633311,0.27237511391603,3.74883146133496,0.000177660421716791,0.000306871119391692
"GSDMB","ENSG00000073605",1238.55345479077,1.73312120665919,0.148074668822679,11.7043733437933,1.21050212903898e-31,1.34031649720882e-30
"ADAM11","ENSG00000073670",27.8047105973764,1.15614515443708,0.183156511740214,6.31233442618159,2.74857464088919e-10,7.94511244740393e-10
"ABCB11","ENSG00000073734",14.6429798472478,1.35546627954797,0.268601990949504,5.04637465551322,4.50272053773944e-07,9.89647200365703e-07
"PPP2R2C","ENSG00000074211",509.561228166215,4.98311190305504,0.337514374532779,14.7641471861847,2.49457722870292e-49,6.73234846955978e-48
"CDHR2","ENSG00000074276",115.216986032276,3.46623183525525,0.301856039892815,11.4830627092506,1.60492755922412e-30,1.69022771143009e-29
"SNCB","ENSG00000074317",4.73224124938082,1.14407849143774,0.295894034167306,3.86651422242209,0.000110402028358191,0.000194867660116037
"CA12","ENSG00000074410",2517.63803557269,1.59523451050172,0.265547167407564,6.00734899971023,1.88581299322117e-09,5.07716700085861e-09
"IPCEF1","ENSG00000074706",540.497578700377,1.20886265334834,0.199400282044973,6.062492193846,1.34028315294999e-09,3.66020855551498e-09
"ENO1","ENSG00000074800",83238.5984337542,1.1887367250111,0.0955809138497625,12.4369675611137,1.64636334075733e-35,2.2199230788373e-34
"KCNQ2","ENSG00000075043",36.7504534552679,4.31094119754546,0.431016712840273,10.0017959144499,1.49657963330931e-23,1.05926817162988e-22
"SEMA3A","ENSG00000075213",1063.49203723026,1.73960384702555,0.220944255101042,7.87349662578915,3.44864388531211e-15,1.41463973039637e-14
"GTSE1","ENSG00000075218",470.142795792174,3.09432382990031,0.155484320093834,19.9011953619047,3.97338935905599e-88,5.68766846412711e-86
"WNT8B","ENSG00000075290",10.7838846611072,1.22179096277808,0.213387938002966,5.72567959657164,1.03020493522852e-08,2.61023179071707e-08
"CACNG5","ENSG00000075429",8.06144629153562,3.46509594158652,0.386304167419292,8.96986425162099,2.96880095496658e-19,1.59234878558804e-18
"WDR62","ENSG00000075702",570.207124634936,2.35012956279832,0.158366130751541,14.8398496044929,8.09372113120554e-50,2.22801464924094e-48
