"gene_name","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCB4","ENSG00000005471",103.459737485626,2.14507205441405,0.196170765279299,10.9347182866927,7.86498769478966e-28,7.05758399312294e-27
"ITGAL","ENSG00000005844",1819.83287335046,-1.20061354951714,0.13580661506852,-8.84061169561867,9.51959655515722e-19,4.94869672171494e-18
"CRLF1","ENSG00000006016",5662.16173332732,4.05457600099376,0.335263715404251,12.0936916662898,1.14044614106177e-33,1.39575942558264e-32
"YBX2","ENSG00000006047",251.953726517747,4.7448515293719,0.27923782462681,16.9921518895701,9.38808443754928e-65,4.69220655980641e-63
"TMEM132A","ENSG00000006118",2413.79757053308,2.01739402916673,0.147991663156525,13.6318086177125,2.59078961902927e-42,4.89514241323027e-41
"CX3CL1","ENSG00000006210",5060.61940582735,-1.08060974940583,0.19370361439616,-5.57867623056216,2.423558585044e-08,5.95751253773765e-08
"CACNA1G","ENSG00000006283",53.8864111717501,1.22421651341021,0.231047832394537,5.29854143500356,1.16731389279004e-07,2.7076416235017e-07
"DLX6","ENSG00000006377",43.6786592913396,5.03276878727266,0.442721776410198,11.3677913656761,6.04990807520537e-30,6.14364388136491e-29
"BAIAP2L1","ENSG00000006453",3188.35161939246,1.23431715872501,0.102368372295885,12.057602666157,1.76856148830796e-33,2.14250986528737e-32
"ETV1","ENSG00000006468",2222.16840729913,-1.13880232769107,0.157746352390382,-7.21919911576033,5.22946374498329e-13,1.85252018984332e-12
"CCL26","ENSG00000006606",25.463536456479,1.25848927191619,0.240225661598486,5.23877950233156,1.61642025729518e-07,3.69052030927429e-07
"USH1C","ENSG00000006611",210.663328283735,3.55642134463323,0.365024307676451,9.74297127572545,1.97687904527344e-22,1.3120288114643e-21
"GGCT","ENSG00000006625",1230.93284663849,1.70713063855066,0.108740984524106,15.699054464347,1.53513088951281e-55,5.42847766918039e-54
"DBF4","ENSG00000006634",638.543544797294,1.42044822052234,0.109389730206877,12.985206361109,1.48437548660103e-38,2.32370346297045e-37
"TBXA2R","ENSG00000006638",138.593024975047,-1.00994113138752,0.11460985622588,-8.81199195815294,1.22941447023069e-18,6.35777835717853e-18
"ARHGAP44","ENSG00000006740",1016.36919857822,-1.64948790888035,0.146820246399609,-11.2347441809275,2.75290084870046e-29,2.68434086571103e-28
"SCIN","ENSG00000006747",2027.20397720318,1.53347207103739,0.218541099921642,7.01685894134887,2.26911483372193e-12,7.68090649258164e-12
"PROM1","ENSG00000007062",1509.3902670779,1.45247364757674,0.30486475252636,4.76432134426938,1.89490320419017e-06,3.94708999215073e-06
"CEACAM21","ENSG00000007129",156.839137789641,-1.61598062964276,0.15470185011751,-10.4457744261964,1.53199852143993e-25,1.20391138299855e-24
"DNAH9","ENSG00000007174",413.50578635979,-1.9844070584272,0.341353025444647,-5.81335717133987,6.12322185086026e-09,1.58030879240506e-08
"GAS7","ENSG00000007237",1768.17231909252,-1.08667462429387,0.125337618451125,-8.66997983305077,4.32196928116436e-18,2.1559240688005e-17
"MATK","ENSG00000007264",252.431145688754,-1.11613777762155,0.15041807833005,-7.42023691575493,1.16911015940062e-13,4.32655389496491e-13
"CEACAM7","ENSG00000007306",130.209296411499,3.54400930756345,0.300615027754229,11.7891954172726,4.43760090954637e-32,5.02444336640878e-31
"SCN4A","ENSG00000007314",91.7100454606718,3.06195345050941,0.305641684393906,10.0181146972192,1.26900451202966e-23,8.99972165427928e-23
"PAX6","ENSG00000007372",4.1838020773984,1.70300362542546,0.411673794278004,4.13677928762066,3.52214595089191e-05,6.56613435083445e-05
"CACNA2D2","ENSG00000007402",3326.26920472006,-2.37014225182867,0.245859277363006,-9.64023923461387,5.40618349475503e-22,3.47959860689395e-21
"SELE","ENSG00000007908",224.767003252454,-2.9492494336865,0.223028855073448,-13.2236227133716,6.41006572054813e-40,1.07493257673634e-38
"FMO3","ENSG00000007933",599.451691031561,-1.13177511751262,0.161401757584063,-7.01216104739852,2.34664857184834e-12,7.93585010320967e-12
"NOX1","ENSG00000007952",84.4175758017133,1.32861125946111,0.147574614911125,9.00297968089734,2.19673013768981e-19,1.18570414339921e-18
"E2F2","ENSG00000007968",309.844338006782,2.34390363481011,0.146138942904223,16.0388708733596,6.83864165712312e-58,2.64856742794164e-56
"CDKL5","ENSG00000008086",1085.54662810207,-1.0447781645931,0.111560478176021,-9.365128060357,7.59581236899597e-21,4.52135298464554e-20
"TFAP2D","ENSG00000008197",58.3502292867243,7.01825945740075,0.577972033344828,12.1429049374324,6.25646899866101e-34,7.75793484359262e-33
"DLEC1","ENSG00000008226",305.577255811481,-1.05686976672205,0.23948120940335,-4.41316364384147,1.01870935607658e-05,1.98906225537738e-05
"CELSR3","ENSG00000008300",768.03939917128,3.40701943469937,0.175781080368262,19.3821737103997,1.09138147180621e-83,1.14871109853109e-81
"PLEKHG6","ENSG00000008323",607.127296220384,1.6807951936583,0.152275397820215,11.0378644069789,2.50926141589138e-28,2.32152091595369e-27
"PGLYRP1","ENSG00000008438",5.57480579267582,-2.0093301425231,0.240495880346056,-8.35494620378452,6.54625391293416e-17,3.00878811364323e-16
"NFIX","ENSG00000008441",4270.36631300483,-1.44756925099813,0.146510772278903,-9.88029227122279,5.06848621270867e-23,3.49077843741325e-22
"MAPK8IP2","ENSG00000008735",446.562667593495,1.45304150600069,0.205207676139239,7.08083407666855,1.43289384571338e-12,4.93337879187023e-12
"TENM1","ENSG00000009694",429.478507449105,2.21293571104807,0.314316338565777,7.04047305063961,1.91588263840375e-12,6.53467175923718e-12
"PAX7","ENSG00000009709",440.387717655878,8.01164224694315,0.580437779710055,13.8027580681347,2.45285420593042e-43,4.86034554891618e-42
"IYD","ENSG00000009765",622.256658434025,1.39615871468236,0.273836559951207,5.09851100572957,3.42335632414764e-07,7.596938448217e-07
"NCAPD2","ENSG00000010292",3923.4210937395,1.02539470676648,0.109279851185591,9.38320006517068,6.40001843594351e-21,3.82966147405678e-20
"SEMA3G","ENSG00000010319",705.294871964909,-3.22059469116848,0.138903466093397,-23.1858482854776,6.32595269226804e-119,6.65825126604424e-116
"SLC6A13","ENSG00000010379",21.0643813974023,-2.64771538336977,0.226385876612519,-11.6955855329332,1.34257977139176e-31,1.48563882804655e-30
"PRSS3","ENSG00000010438",101.783623469181,4.86486955450305,0.364380812661485,13.3510585230035,1.16777632869686e-40,2.0465251566477e-39
"BTK","ENSG00000010671",755.060416710082,-1.38490138953103,0.128966020344046,-10.7384982946398,6.71273615605931e-27,5.72775336387073e-26
"FMO1","ENSG00000010932",150.536901452463,1.29967547011181,0.186690166458595,6.96167074445273,3.3626067790995e-12,1.12252095332887e-11
"SLC6A7","ENSG00000011083",9.54859719097532,1.05521377652685,0.198783139638293,5.30836658706025,1.10612003536539e-07,2.57337222634156e-07
"ANOS1","ENSG00000011201",2457.11118171508,-2.78772215539228,0.164596295347934,-16.9367247877567,2.4118419842104e-64,1.18233119516375e-62
"DPF1","ENSG00000011332",32.8273187846986,1.14754460248049,0.197361816549026,5.81442055279945,6.08442736706085e-09,1.57142983370121e-08
"SYT7","ENSG00000011347",3097.08882009433,3.43321613257592,0.199351354752978,17.2219352952485,1.81805928663698e-66,9.76892937411274e-65
"ANLN","ENSG00000011426",2000.03352473671,3.76905961330856,0.173059602779061,21.7789683599378,3.6724902798332e-105,1.46026374615679e-102
"DCN","ENSG00000011465",21567.6133613715,-1.46112184764858,0.144991927381133,-10.0772634314171,6.96386171867315e-24,5.02437006984753e-23
"TYROBP","ENSG00000011600",4263.08600633628,-1.48533728270907,0.149290989269854,-9.94927617516293,2.54024064362213e-23,1.77826783397225e-22
"GABRA3","ENSG00000011677",112.279928294829,6.02940164227947,0.506619882459222,11.9012337475026,1.16610308458558e-32,1.35487548652531e-31
"BRCA1","ENSG00000012048",757.885353773398,1.47937944830028,0.129228485177837,11.4477813948251,2.41240903221461e-30,2.50814844935596e-29
"SEMA3B","ENSG00000012171",2128.01028667217,-1.54341148851534,0.199171710017436,-7.74915015983058,9.25095727455609e-15,3.70224510207184e-14
"LTF","ENSG00000012223",5473.90426459902,1.26950642019514,0.280762930577539,4.5216311768214,6.13649131663708e-06,1.22181413601066e-05
"NR1H4","ENSG00000012504",21.8299156117999,1.08798920024632,0.413300222132231,2.63244281513651,0.00847732925908973,0.0120864424249317
"ALOX5","ENSG00000012779",2981.1095966174,-1.82506486574224,0.139121633264704,-13.1184836097325,2.58046675981652e-39,4.18227280193813e-38
"CALCOCO1","ENSG00000012822",3900.12196793894,-1.20858352941534,0.0834911239355691,-14.475593002533,1.72828741742199e-47,4.15648477956072e-46
"CLDN11","ENSG00000013297",237.53450901968,-1.23937600034822,0.208613469598816,-5.94101619004594,2.83260634285754e-09,7.52432085699969e-09
"SLC25A39","ENSG00000013306",7905.1718033181,1.20718443501995,0.0938788892964561,12.8589552354826,7.66050551131e-38,1.15572871090953e-36
"DDX11","ENSG00000013573",1156.30421923102,1.47466536685825,0.123290938098757,11.9608577045382,5.69704093656944e-33,6.72852498204865e-32
"GPRC5A","ENSG00000013588",31823.6022239856,-1.32690763123807,0.154936133571111,-8.56422321026271,1.08806876219599e-17,5.29331548721394e-17
"TACC3","ENSG00000013810",2280.74951638724,1.66211844021075,0.118922184755733,13.9765212321381,2.16830491675027e-44,4.5536948210578e-43
"MTMR11","ENSG00000014914",1223.00045196146,1.41533825984894,0.140869656435764,10.0471478078342,9.45648086023035e-24,6.77361137038037e-23
"DPEP1","ENSG00000015413",125.217286626803,1.9943337584165,0.224539227808099,8.88189461540745,6.57310937504641e-19,3.45208823151469e-18
"MATR3","ENSG00000015479",152.294762280693,1.00511521276058,0.187881830429432,5.34972014304541,8.80903463877259e-08,2.06877617524029e-07
"NPC1L1","ENSG00000015520",174.494461522356,4.10151203500149,0.331791802015122,12.3617039664367,4.21133995921769e-35,5.55294811276951e-34
"ISL1","ENSG00000016082",45.770399422102,4.28678902463095,0.474266746513185,9.03877207530885,1.5844153662885e-19,8.63800857678248e-19
"IL20RA","ENSG00000016402",512.908028344806,-1.72422741051999,0.191444242137987,-9.00642083180133,2.12891010934857e-19,1.15118128094814e-18
"CLCA1","ENSG00000016490",5.89328858949882,1.81643270085358,0.594697967709602,3.0543785240251,0.00225527327766623,0.00345256714213569
"SLC11A1","ENSG00000018280",1930.61348801603,-1.8164497438151,0.149703446102983,-12.1336535069844,7.005282958439e-34,8.66244146339661e-33
"WWTR1","ENSG00000018408",4438.89210247651,-1.02900523836097,0.0944949876869177,-10.8895219053342,1.29317348415501e-27,1.1437841399894e-26
"ATP1A2","ENSG00000018625",144.965402811631,-2.2767099126859,0.208077464986538,-10.9416457607901,7.28650377869407e-28,6.54833812718096e-27
"VSIG2","ENSG00000019102",1439.57047364006,-1.3737914509769,0.249561508819737,-5.50482106585281,3.69543410366929e-08,8.95846124061166e-08
"MARCO","ENSG00000019169",4618.02264801437,-3.0173075701591,0.224925396532424,-13.4147037936827,4.95910517850948e-41,8.88220910501203e-40
"CYP24A1","ENSG00000019186",4144.50617664334,6.68336960503676,0.316856558856264,21.0927292436719,9.27530783183864e-99,2.21284110713452e-96
"PRDM11","ENSG00000019485",517.497441487689,-1.18700678224892,0.0925178091071915,-12.8300355758927,1.11313052360446e-37,1.66811092620222e-36
"SYT13","ENSG00000019505",739.342327676811,4.1435634920254,0.401913851431744,10.3095812131498,6.37786316864843e-25,4.85819947537788e-24
"SLC7A9","ENSG00000021488",40.6736999500062,2.66616765478716,0.287889503033238,9.26107977781789,2.02375136406288e-20,1.17453724155618e-19
"CPS1","ENSG00000021826",10291.9115505611,6.61773920655634,0.424736459482483,15.5808126635035,9.82970823280822e-55,3.36296308622634e-53
"C8B","ENSG00000021852",185.933637688959,-2.64519278548965,0.341366178729772,-7.74884259282057,9.27338842321609e-15,3.70956268850001e-14
"FHL1","ENSG00000022267",3061.38278942667,-3.40761993158785,0.173969393822799,-19.5874679833556,1.97785106438205e-85,2.37514691912671e-83
"NLRP2","ENSG00000022556",1196.9378547513,1.16174493824949,0.275749188041587,4.21304935292966,2.51945984881148e-05,4.75986644227472e-05
"GRAMD1B","ENSG00000023171",718.881812583511,1.31835055537511,0.231933843680055,5.68416637458798,1.31452261907132e-08,3.30347657627009e-08
"ABCC2","ENSG00000023839",976.029369825922,4.80821968516699,0.356304849108751,13.4946793376349,1.68084877090367e-41,3.08465918541327e-40
"GCLM","ENSG00000023909",2502.61109737142,1.04150140909315,0.152884296160421,6.81235048497264,9.60168282911327e-12,3.10001643560671e-11
"EHD2","ENSG00000024422",7976.39395381104,-1.28562993746196,0.126486521599514,-10.1641654873914,2.86565425783772e-24,2.10835327448562e-23
"DEPDC1","ENSG00000024526",424.730969884277,3.78107622368803,0.180104420244258,20.9938002552082,7.47257632885489e-98,1.67133510315251e-95
"HSD17B6","ENSG00000025423",1509.08154620031,-2.2658810335043,0.226119820398487,-10.0207095048598,1.23612345786918e-23,8.77348553417424e-23
"VIM","ENSG00000026025",21185.9408494554,-1.14686892879218,0.11362785537796,-10.0932022784146,5.92059184327682e-24,4.2906905569766e-23
"RTEL1-TNFRSF6B","ENSG00000026036",111.548218159964,1.40081238816159,0.164072246150837,8.53777784497312,1.36827663627549e-17,6.602635882653e-17
"CD44","ENSG00000026508",16705.4765707135,-1.00490733692053,0.121713909796001,-8.25630643699477,1.50249576400066e-16,6.76841810303722e-16
"KCNG1","ENSG00000026559",21.0226933166043,1.418476081392,0.266705897623129,5.31850286789082,1.04624571377548e-07,2.44010356576965e-07
"AGPAT4","ENSG00000026652",508.053553671784,-1.09084682627021,0.124571420263483,-8.75679850131712,2.00874289099431e-18,1.02429286259792e-17
"SLAMF7","ENSG00000026751",2142.72831951742,1.15159696416227,0.171064049263351,6.73196366578109,1.67388447925184e-11,5.31325438837202e-11
"PRKCH","ENSG00000027075",1550.4477457786,-1.05361642090666,0.078746076821653,-13.3799227013293,7.92297271522843e-41,1.40362129498596e-39
"INSRR","ENSG00000027644",6.70049822028187,2.06212549765924,0.290249481562735,7.10466556755428,1.20614248225284e-12,4.17841383058084e-12
"ARNTL2","ENSG00000029153",1545.12042271285,2.47945231504833,0.195608451962276,12.6755888622159,8.07499829501281e-37,1.16709163564349e-35
"ANK1","ENSG00000029534",129.27003629206,1.22044069087455,0.224189705764284,5.44378559539098,5.2159997439968e-08,1.24772571416223e-07
"IBSP","ENSG00000029559",93.4246128888446,4.74811826240597,0.335364703393741,14.1580739247665,1.66495173803311e-45,3.67336392708094e-44
"HMGB3","ENSG00000029993",12675.5884936027,3.49661701839577,0.176991554148132,19.7558410921082,7.14553683254976e-87,9.40110959888329e-85
"MUSK","ENSG00000030304",53.4166008479155,-1.84264011136314,0.236771214390118,-7.78236542017772,7.11809088723557e-15,2.87179256471941e-14
"ARHGAP31","ENSG00000031081",2404.9118170952,-2.11982993302821,0.123660151733483,-17.1423850230829,7.16504328762713e-66,3.73772943281377e-64
"PNPLA6","ENSG00000032444",3461.09194628467,-1.57159016031107,0.0859793303164944,-18.2786973860574,1.22312518596632e-74,9.19553737499804e-73
"FUT8","ENSG00000033170",2878.90525740822,1.44486211264327,0.113365328855572,12.7451852098805,3.31602361885528e-37,4.86740037835747e-36
"GAB2","ENSG00000033327",2253.90593056792,-1.02400140429756,0.104851555296836,-9.7662013825031,1.57237220135726e-22,1.05096958531511e-21
"APBA2","ENSG00000034053",842.379705924781,2.00685842703308,0.184911667152926,10.8530654551579,1.92847013863346e-27,1.68651594284304e-26
"EFCAB1","ENSG00000034239",273.79496832328,-2.06521198307995,0.297952856665631,-6.93133808546623,4.16878412848363e-12,1.38159019097902e-11
"MYOC","ENSG00000034971",33.0885889819408,-4.50726060521955,0.308423687689773,-14.6138600409744,2.29157931261247e-48,5.80782275362251e-47
"FAM136A","ENSG00000035141",1969.57107208795,1.1783754414639,0.0723526268112041,16.2865606046169,1.229522145982e-59,4.99996358137636e-58
"DEPDC1B","ENSG00000035499",330.53640065232,3.62489519936514,0.17204914018982,21.0689527152873,1.53284084082709e-98,3.56196378765184e-96
"DAPK2","ENSG00000035664",1147.86888468196,-1.91526740527675,0.142970258001545,-13.3962645941091,6.3583716411428e-41,1.13543257260447e-39
"MYOM2","ENSG00000036448",93.6579272306648,-1.52839196305524,0.160603387000578,-9.51656121081517,1.79004540585277e-21,1.11174184126774e-20
"OTC","ENSG00000036473",8.06090605714056,-3.66586280897044,0.297324895932537,-12.3294848804125,6.28471966614894e-35,8.19624555294482e-34
"USP2","ENSG00000036672",200.741900637405,-1.01939219125091,0.172635853337562,-5.90486953632774,3.52925930425451e-09,9.30715353441797e-09
"CASR","ENSG00000036828",42.0667617598087,1.51399570383624,0.377602310509369,4.00949798690035,6.08479717848879e-05,0.00011064560560437
"FLT4","ENSG00000037280",1054.73925906264,-1.34374640660109,0.121704140564577,-11.0410903061107,2.42077710846204e-28,2.24197540381528e-27
"NSUN2","ENSG00000037474",4020.52752192846,1.0215694135311,0.0841891384106945,12.1342186511951,6.95708932001922e-34,8.60879662538754e-33
"METTL1","ENSG00000037897",837.905940440479,1.36977311915335,0.113338441855193,12.0856886395478,1.25712436099591e-33,1.53227017651907e-32
"HOXC8","ENSG00000037965",52.2026776981808,2.7063565764889,0.297313758684818,9.10269537629408,8.81173045832639e-20,4.88742384038543e-19
"TLL1","ENSG00000038295",164.369230153818,-1.55098193326678,0.162182953392276,-9.56316247069062,1.14212251279272e-21,7.18565334789033e-21
"VCAN","ENSG00000038427",10314.5660126671,1.78059193795554,0.177383234439475,10.0381072855174,1.03643714134884e-23,7.40022736239219e-23
"MSR1","ENSG00000038945",4051.29839381339,-2.29165315467003,0.162259920081687,-14.1233469948484,2.72724363273584e-45,5.95577894264903e-44
"CDH1","ENSG00000039068",18559.5733595929,1.00257095616283,0.101103994695448,9.91623485484266,3.53853368454539e-23,2.45978955779218e-22
"RIPOR1","ENSG00000039523",2021.06698288164,-1.21438156012729,0.0991857659879671,-12.2435063946031,1.81996720672467e-34,2.32107435708657e-33
"C6","ENSG00000039537",239.60203043742,-2.0062510953735,0.299545255076574,-6.69765606823125,2.11788994279866e-11,6.68231436192847e-11
"SOX30","ENSG00000039600",38.4103206558505,1.57267355908096,0.245831017952388,6.39737642621467,1.58069311127258e-10,4.6618331696061e-10
"SPDL1","ENSG00000040275",539.446261166613,1.30625136345336,0.0961529212804852,13.5851448511162,4.90560504543314e-42,9.18158902488862e-41
"CDH10","ENSG00000040731",14.0901643537947,-1.02104148661634,0.33849274830105,-3.01643533499939,0.00255765764748027,0.00388853498906997
"MYO16","ENSG00000041515",98.2335760204802,1.01273105675723,0.236260063823308,4.28650970616269,1.81502275660216e-05,3.46560689188799e-05
"TNC","ENSG00000041982",14747.2587584442,1.58806350135922,0.21306130193086,7.45355203862671,9.08601359257196e-14,3.38418070799105e-13
"ZPBP","ENSG00000042813",1.5753141829023,-1.06918664321861,0.320150092463892,-3.33964183795823,0.00083886501326815,0.00134750082434752
"ADAM28","ENSG00000042980",1668.09411228471,2.30712811830912,0.168775586281882,13.669797683036,1.53822265010858e-42,2.93739785254992e-41
"BARX2","ENSG00000043039",493.487867387512,3.86876962945732,0.245296889766819,15.7717842779621,4.86555686107491e-56,1.75523001845188e-54
"ZIC2","ENSG00000043355",80.0969832273403,5.26052528996416,0.382846659846091,13.7405542262768,5.80298614015968e-43,1.13354619002049e-41
"ADRB1","ENSG00000043591",307.202019428893,-3.14516093789485,0.231534904694243,-13.5839602328998,4.98561731112462e-42,9.31186331398256e-41
"DSG2","ENSG00000046604",8707.49638084902,1.45422223128016,0.133684036973592,10.8780544349317,1.46659784628144e-27,1.2933383569992e-26
"GPM6B","ENSG00000046653",551.799469781626,-1.94508565396396,0.1498128931712,-12.9834329528714,1.51915710074769e-38,2.37192652737159e-37
"MAGEC2","ENSG00000046774",79.1755534592652,7.03278289746136,0.723360959384164,9.72237000936399,2.42080205873049e-22,1.59953512691524e-21
"PREX2","ENSG00000046889",521.351334003295,-1.77882214930607,0.172677735951083,-10.3013983795223,6.94443733599412e-25,5.27629797252411e-24
"ARAP2","ENSG00000047365",1605.20373940435,-1.14118271424152,0.119120549475909,-9.58006590183092,9.6983033946767e-22,6.11889078423661e-21
"CP","ENSG00000047457",15088.2611437025,3.49747391873735,0.22085746059493,15.8358875870261,1.75958616778225e-56,6.45169575822292e-55
"ANO2","ENSG00000047617",49.7339671815159,-2.05360423029778,0.171331253391958,-11.986162417196,4.19912338931095e-33,4.97911960271311e-32
"ARHGAP6","ENSG00000047648",284.09295333905,-2.33611912043283,0.129176482150542,-18.0847092407294,4.20580174643793e-73,2.9396254159771e-71
"TNFRSF17","ENSG00000048462",175.449350950226,1.84903097590139,0.212517001572159,8.70062612507529,3.30057991664918e-18,1.65844640406076e-17
"CELF2","ENSG00000048740",3995.72612063482,-1.18801351788724,0.125514897529559,-9.46511960946676,2.9322527820209e-21,1.79435017198016e-20
"COL9A2","ENSG00000049089",1304.28327995986,1.94772104586631,0.202074657929431,9.63862102167457,5.49207685598357e-22,3.53234116405873e-21
"UTS2","ENSG00000049247",19.4944308316627,1.13102262859685,0.267700887714639,4.22494911485871,2.38994774291988e-05,4.52234929823027e-05
"TNFRSF9","ENSG00000049249",343.651743172548,1.38629725704986,0.180506332692047,7.68004776549836,1.59029281978572e-14,6.25387020317053e-14
"EPN3","ENSG00000049283",715.80103858047,3.06167937382024,0.161399923621142,18.9695218258404,3.04665240411785e-80,2.79557699830157e-78
"FOXP3","ENSG00000049768",229.068311118255,1.84948018318457,0.140915885684035,13.1247103490626,2.37689817697308e-39,3.86986706829657e-38
"DKK3","ENSG00000050165",4103.36473749493,-1.11088779422644,0.137402908791073,-8.08489284543163,6.22188769134355e-16,2.69364230489258e-15
"NFE2L3","ENSG00000050344",1280.16864217033,1.46734330300464,0.139643994187776,10.5077437203031,7.95745370084416e-26,6.35921032019672e-25
"LAMC3","ENSG00000050555",979.107644717078,-1.67649348534017,0.164593578627678,-10.185655475251,2.29805907487942e-24,1.70265718537547e-23
"HOMER3","ENSG00000051128",449.296429621732,1.01782294833594,0.113097652624044,8.99950551334038,2.26736588909859e-19,1.22309248880438e-18
"RAD51","ENSG00000051180",300.981729344286,2.19643761435722,0.139250700384517,15.7732608043775,4.75311289491008e-56,1.7216082799317e-54
"POLQ","ENSG00000051341",288.893046560314,3.3229914827904,0.171574347529843,19.3676474987754,1.44720506051212e-83,1.51431813729493e-81
"MPHOSPH9","ENSG00000051825",740.540249837356,1.0215395989704,0.105775105243074,9.65765618122405,4.56181223568995e-22,2.95740964975363e-21
"MSMO1","ENSG00000052802",4129.3216862121,-1.09704747360186,0.105196747608764,-10.4285303351951,1.83707653257801e-25,1.43666129359346e-24
"ALX4","ENSG00000052850",10.7099121982726,1.26860635930175,0.331157651589304,3.83082303311854,0.000127715339706064,0.000224040252290255
"FSTL4","ENSG00000053108",835.26595983781,2.52277233606105,0.28465447094858,8.86257759329824,7.81853592170328e-19,4.09295094344754e-18
"ENTPD2","ENSG00000054179",186.44382122914,2.14280204937761,0.218887921151177,9.78949426769724,1.24919125871745e-22,8.40608469057217e-22
"PTPRN","ENSG00000054356",108.143562608063,3.59718968849379,0.316589194209814,11.3623261762681,6.44064686494746e-30,6.51824063091091e-29
"CBLN4","ENSG00000054803",39.8540733799438,-1.23506405341375,0.235577359527926,-5.24271116667873,1.58234135990624e-07,3.61686688206468e-07
"CHRDL2","ENSG00000054938",193.828984868476,1.39069087830841,0.230195330925815,6.04135137196412,1.52828749114644e-09,4.14705005748911e-09
"KCNH2","ENSG00000055118",500.302129541744,1.47182208877994,0.2482598784608,5.9285539729785,3.05613963826947e-09,8.10006022034596e-09
